0,000	27,938
0,100	27,939
0,202	27,939
0,304	27,939
0,406	27,939
0,508	27,939
0,610	27,939
0,712	27,939
0,814	27,939
0,916	27,939
1,018	27,939
1,120	27,938
1,222	27,938
1,324	27,938
1,426	27,938
1,528	27,938
1,630	27,938
1,731	27,938
1,833	27,938
1,935	27,938
2,037	27,938
2,140	27,936
2,242	27,936
2,344	27,935
2,446	27,935
2,548	27,935
2,650	27,932
2,752	27,932
2,854	27,929
2,956	27,929
3,058	27,929
3,160	27,927
3,262	27,927
3,364	27,925
3,466	27,925
3,569	27,925
3,670	27,922
3,772	27,922
3,874	27,919
3,976	27,919
4,077	27,917
4,178	27,917
4,280	27,917
4,382	27,915
4,484	27,915
4,585	27,912
4,687	27,912
4,789	27,912
4,891	27,907
4,993	27,907
5,095	27,905
5,197	27,905
5,299	27,905
5,401	27,903
5,503	27,903
5,605	27,899
5,707	27,899
5,809	27,899
5,911	27,896
6,013	27,896
6,121	27,893
6,223	27,893
6,323	27,893
6,423	27,891
6,523	27,891
6,624	27,890
6,726	27,890
6,828	27,890
6,930	27,889
7,032	27,889
7,134	27,888
7,236	27,888
7,338	27,885
7,440	27,885
7,542	27,885
7,644	27,882
7,746	27,882
7,848	27,879
7,950	27,879
8,052	27,879
8,154	27,877
8,256	27,877
8,358	27,875
8,460	27,875
8,562	27,875
8,664	27,872
8,767	27,872
8,869	27,871
8,971	27,871
9,073	27,871
9,175	27,870
9,277	27,870
9,379	27,867
9,481	27,867
9,583	27,867
9,685	27,865
9,787	27,865
9,889	27,863
9,991	27,863
10,093	27,862
10,195	27,862
10,297	27,862
10,399	27,862
10,501	27,862
10,603	27,860
10,705	27,860
10,807	27,860
10,909	27,859
11,011	27,859
11,113	27,857
11,215	27,857
11,317	27,857
11,419	27,855
11,521	27,855
11,623	27,854
11,725	27,854
11,827	27,854
11,929	27,854
12,031	27,854
12,133	27,853
12,235	27,853
12,337	27,853
12,439	27,853
12,541	27,853
12,643	27,853
12,745	27,853
12,847	27,853
12,949	27,851
13,051	27,851
13,153	27,850
13,255	27,850
13,357	27,850
13,459	27,849
13,561	27,849
13,663	27,848
13,764	27,848
13,864	27,847
13,964	27,847
14,064	27,847
14,165	27,846
14,267	27,846
14,369	27,847
14,471	27,847
14,573	27,847
14,675	27,847
14,777	27,847
14,879	27,847
14,981	27,847
15,083	27,847
15,185	27,848
15,287	27,848
15,389	27,849
15,491	27,849
15,593	27,849
15,695	27,849
15,797	27,849
15,899	27,849
16,001	27,849
16,103	27,849
16,205	27,848
16,307	27,848
16,409	27,847
16,511	27,847
16,613	27,847
16,715	27,846
16,817	27,846
16,919	27,845
17,021	27,845
17,123	27,845
17,225	27,844
17,327	27,844
17,429	27,842
17,531	27,842
17,633	27,841
17,735	27,841
17,837	27,841
17,939	27,841
18,041	27,841
18,143	27,840
18,245	27,840
18,347	27,840
18,449	27,839
18,551	27,839
18,653	27,838
18,755	27,838
18,857	27,838
18,959	27,838
19,061	27,838
19,163	27,837
19,265	27,837
19,367	27,837
19,469	27,836
19,571	27,836
19,673	27,835
19,775	27,835
19,877	27,835
19,979	27,833
20,081	27,833
20,184	27,832
20,286	27,832
20,388	27,832
20,490	27,831
20,592	27,831
20,694	27,830
20,796	27,830
20,898	27,828
21,000	27,828
21,102	27,828
21,204	27,828
21,306	27,828
21,408	27,829
21,510	27,829
21,612	27,829
21,714	27,829
21,816	27,829
21,918	27,829
22,019	27,829
22,121	27,829
22,223	27,829
22,325	27,829
22,427	27,829
22,530	27,829
22,632	27,829
22,734	27,827
22,836	27,827
22,938	27,826
23,040	27,826
23,142	27,826
23,244	27,825
23,346	27,825
23,448	27,825
23,550	27,825
23,652	27,825
23,754	27,825
23,856	27,825
23,958	27,824
24,060	27,824
24,162	27,824
24,264	27,824
24,366	27,824
24,468	27,824
24,570	27,824
24,672	27,824
24,774	27,824
24,876	27,824
24,978	27,823
25,080	27,823
25,182	27,824
25,284	27,824
25,386	27,824
25,488	27,824
25,590	27,824
25,692	27,824
25,794	27,824
25,896	27,824
25,998	27,823
26,100	27,823
26,202	27,822
26,305	27,822
26,407	27,822
26,509	27,821
26,611	27,821
26,713	27,820
26,815	27,820
26,917	27,820
27,019	27,819
27,121	27,819
27,223	27,818
27,325	27,818
27,427	27,817
27,528	27,817
27,628	27,817
27,731	27,817
27,833	27,817
27,935	27,818
28,037	27,818
28,139	27,818
28,241	27,818
28,343	27,818
28,445	27,817
28,547	27,817
28,649	27,817
28,751	27,816
28,853	27,816
28,955	27,814
29,057	27,814
29,159	27,814
29,261	27,813
29,363	27,813
29,465	27,813
29,567	27,813
29,669	27,813
29,771	27,813
29,873	27,813
29,975	27,813
30,077	27,813
30,179	27,813
30,281	27,814
30,383	27,814
30,485	27,814
30,587	27,814
30,689	27,814
30,791	27,814
30,893	27,814
30,995	27,814
31,097	27,814
31,199	27,814
31,301	27,814
31,403	27,814
31,505	27,814
31,607	27,814
31,709	27,814
31,811	27,814
31,913	27,814
32,015	27,813
32,117	27,813
32,219	27,812
32,321	27,812
32,423	27,812
32,525	27,812
32,627	27,812
32,729	27,810
32,831	27,810
32,933	27,810
33,035	27,808
33,137	27,808
33,239	27,809
33,341	27,809
33,443	27,808
33,545	27,808
33,647	27,808
33,749	27,807
33,851	27,807
33,953	27,807
34,055	27,807
34,157	27,807
34,259	27,806
34,361	27,806
34,463	27,806
34,565	27,806
34,667	27,806
34,769	27,806
34,871	27,806
34,973	27,807
35,075	27,807
35,177	27,807
35,279	27,807
35,381	27,807
35,483	27,807
35,585	27,807
35,687	27,807
35,789	27,806
35,891	27,806
35,993	27,804
36,095	27,804
36,197	27,804
36,299	27,805
36,401	27,805
36,503	27,805
36,605	27,805
36,707	27,805
36,809	27,804
36,911	27,804
37,013	27,803
37,115	27,803
37,217	27,804
37,319	27,804
37,421	27,804
37,523	27,804
37,625	27,804
37,727	27,805
37,829	27,805
37,931	27,805
38,033	27,804
38,135	27,804
38,237	27,804
38,339	27,804
38,441	27,804
38,543	27,804
38,645	27,804
38,747	27,803
38,849	27,803
38,951	27,803
39,053	27,803
39,155	27,803
